date,source,title,score
2024-09-02,unknown,"Russian Strikes Kill More Than 50 in Ukraine, Zelensky Says - The New York Times",
2024-09-02,cbs-news,Russia steps up missile attacks on Ukraine,
2024-09-02,unknown,"Ukraine planning to hold Russian territory it seized indefinitely, Zelenskyy says",
2024-09-02,unknown,"Tuesday, September 3. Russia’s War On Ukraine: News And Information From Ukraine",
2024-09-02,unknown,"Russian missiles blast Ukrainian military academy and hospital, killing more than 50, officials say - The Associated Press",
2024-09-02,unknown,German far-right surge raises doubts about Berlin's support for Ukraine,
2024-09-02,abc-news,"Trial begins in Florida for activists accused of helping Russia sow political division, chaos",
2024-09-02,unknown,Zelenskyy renews plea for long-range U.S. weapons after Russian strikes kill dozens,
2024-09-02,unknown,‘We will stand with you for as long as it takes’ – Taoiseach Simon Harris to announce extra aid for Ukraine in Kyiv visit,
2024-09-02,unknown,Russia Hits Military Institute and Nearby Hospital in Missile Attack,
2024-09-02,unknown,The economic war on Russia has been a grand experiment for sanctions,
2024-09-02,unknown,"Trial begins in Florida for activists accused of helping Russia sow political division, chaos",
2024-09-02,unknown,Ukraine's Zelenskiy Meets With IAEA Chief Grossi in Kyiv,
2024-09-02,unknown,"Russian missiles blast Ukrainian military academy and hospital, killing more than 50, officials say",
2024-09-02,unknown,Russia's New Soldiers Headed to Kursk Don't Have Artillery Support,
2024-09-02,unknown,The U.S. Tightens The Screw Again On Russia’s Vital LNG Sector,
2024-09-02,unknown,Zelenskyy says Ukraine plans to indefinitely hold Russian territory it has seized (NBC News),
2024-09-02,unknown,Balloon-Based Sensor That Pinpoints Location Of Drone Operators Emerges In Ukraine,
2024-09-02,unknown,Mongolia ignores an international warrant for Putin's arrest,
2024-09-02,unknown,"Russian missiles blast Ukrainian military academy and hospital, killing more than 50",
2024-09-02,unknown,How Ukraine Is Retrofitting Its Drones as Aerial Flamethrowers,
2024-09-02,rt,Rothschild helped Ukraine clinch debt restructuring – Reuters,
2024-09-02,newsweek,How Ukraine Is Retrofitting Its Drones as Aerial Flamethrowers,
2024-09-02,bbc-news,Ukraine says soldiers among 51 killed in Russian attack on Poltava,
2024-09-02,unknown,"Ukraine arms chief, four ministers resign in government shake-up",
2024-09-02,cbc-news,Satellite photos show likely launch site for Russia's new nuclear-powered missile,
2024-09-02,abc-news,4 Ukrainian Cabinet ministers submit resignations ahead of expected government shake-up,
2024-09-02,unknown,"As The Russians March On Pokrovsk, the Ukrainians Damage Or Destroy Nearly 200 Vehicles In One Day",
2024-09-02,unknown,Deadliest Russian airstrike this year leaves at least 50 dead in Ukraine,
2024-09-02,rt,Zelensky purges Ukrainian ministers,
2024-09-02,unknown,Ukraine undertakes biggest government ‘reboot’ of war,
2024-09-02,business-insider,Deadliest Russian airstrike this year leaves at least 50 dead in Ukraine,
2024-09-02,unknown,Russian High School Students Now Undergoing Military Combat Training,
2024-09-02,unknown,Mongolia welcomes Putin despite war crimes accusation,
2024-09-02,unknown,Ballistic missile strike kills dozens at Ukrainian military installation,
2024-09-02,unknown,SURPRISE RESHUFFLE IN UKRAINE'S GOVERNMENT: WHAT'S KNOWN SO FAR,
2024-09-02,unknown,Should Airliners Be Forced To Fly Through War Zones?,
2024-09-02,unknown,Mongolia rolls out red carpet for Putin despite war crimes accusations,
2024-09-02,unknown,Several Ukrainian ministers resign amid cabinet reshuffle report,
2024-09-02,unknown,EU and NATO Grapple with Financial Commitments to Ukraine,
2024-09-02,unknown,Ukraine Hit by One of Deadliest Strikes of War,
2024-09-02,financial-post,Three Ukrainian Ministers Offer to Resign in Broad Reshuffle,
2024-09-02,unknown,It’s Irrational and Destructive for European Countries to “Toe the U.S. Line” in the Ukraine War,
2024-09-02,unknown,This Wired article once again perpetuates the inaccuracy that we turned off Starlink for Ukraine when they wanted to launch an attack on the Russian fleet.,
2024-09-02,unknown,Russia's Su-34 Fullback Has 'Suffered Considerable Losses',
2024-09-02,unknown,Ukraine updates: Poltava missile strike kills dozens,
2024-09-02,abc-news-au,"After Ukraine's incursion into Russia, we cross the border and glimpse life behind Vladimir Putin's iron curtain",
2024-09-02,unknown,"Russian leader Putin visits Mongolia, defies international warrant for arrest",
2024-09-02,unknown,Ukraine says soldiers among 51 killed in Poltava missile attack,
2024-09-02,unknown," The Washington Post underscores the heavy losses of the Ukrainian Armed Forces, sharing a video filmed at a cemetery in Kharkov.",
2024-09-02,unknown,"Mongolia ignores warrant for Putin's arrest, gives him red-carpet welcome",
2024-09-02,business-insider,Ukraine's surprise invasion of Russia hasn't taken the pressure off the most dire front-line battles,
2024-09-02,abc-news,"Wearing prosthetics, Ukraine war veterans take to the runway as fashion week returns",
2024-09-02,the-irish-times,Ukraine’s audacious incursion lays down unexpected challenge to Kremlin,
2024-09-02,unknown,The Kursk Offensive Exposes Russian Military Weakness and Public Apathy,
2024-09-02,techradar,Hacktivists target Russian organizations using WinRAR vulnerability,
2024-09-02,rt,Russia strikes Poltava signal corps academy – Ukraine,
2024-09-02,financial-post,Two Ukrenergo Supervisory Board Members Quit Over CEO Ouster,
2024-09-02,unknown,Russian hypersonic scientist jailed for treason,
2024-09-02,unknown,Ukraine Electric Company Boss Fired as Russia Pounds Power Grid,
2024-09-02,unknown,Ukraine Defense Minister Seen In London Shaking Hands As Ukraine Picks Up Pieces Of Devastating Russian Missile Attack,
2024-09-02,unknown,Why the Kursk Offensive Matters So Much,
2024-09-02,unknown,UN Nuclear Head Says Discussed Kursk Plant Safety With Zelensky,
2024-09-02,time,"Russian Missiles Blast Ukrainian Military Training Facility and Hospital, Killing At Least 50",
2024-09-02,unknown,UN nuclear head says discussed Kursk plant safety with Zelensky,
2024-09-02,unknown,"Conflict, creditors and a car crash: How Ukraine clinched a wartime debt restructuring",
2024-09-02,unknown,Zelenskyy says Ukraine plans to hold its seized Russian territory,
2024-09-02,unknown,WATCH LIVE: Pentagon holds briefing after Russian strikes kills at least 50 in Ukraine,
2024-09-02,unknown,The EU fiddles while Kyiv burns,
2024-09-02,unknown,"41 dead, over 180 injured in Russian strike in Poltava, claims Zelenskyy",
2024-09-02,unknown,Zelenskyy says Ukraine plans to indefinitely hold Russian territory it has seized,
2024-09-02,unknown,Pope Condemns Zelensky’s War on Orthodox Church,
2024-09-02,the-times-of-india,"Ukrainian arms chief, two ministers resign in govt shakeup amid ongoing Russia-Ukraine War",
2024-09-02,the-times-of-india,"IAEA chief discusses Ukraine, Russia nuclear plants with Zelenskiy, says situation fragile",
2024-09-02,nbc-news,Zelenskyy says Ukraine plans to indefinitely hold Russian territory it has seized,
2024-09-02,unknown,What Are 'JASSM' Missiles? Ukraine Poised To Gain Another Major US Boost To Rocket Arsenal,
2024-09-02,cbs-news,Couple accused of killing Ukrainian refugee to kidnap her newborn,
2024-09-02,fox-news,Mongolia ignores ICC demands to arrest Putin during state visit,
2024-09-02,unknown,Aftermath of deadly Russian attack on Ukrainian city,
2024-09-02,unknown,Ukraine's Zelenskiy Renews Air-Defense Plea as Russian Strike Kills 41,
2024-09-02,unknown,Ukraine energy chief ousted in ‘politically motivated’ move,
2024-09-02,unknown,Russian missiles kill 47 in deadliest strike on Ukraine this year,
2024-09-02,rt,US ‘close’ to giving Kiev long-range missiles – Reuters,
2024-09-02,al-jazeera-english,Aftermath of deadly Russian ballistic missile attack,
2024-09-02,unknown,Russian Shelling Intensifies Near Zaporizhzhya Nuclear Plant,
2024-09-02,unknown,"Russian missile strike kills at least 47 people and wounds over 200 in Ukrainian city of Poltava, officials say - CBS News",
2024-09-02,unknown,"Russian missiles kill at least 50 in Ukrainian city of Poltava, officials say",
2024-09-02,unknown,Russia bombs Poltava in one of the war’s deadliest strikes - Ukraine: The Latest podcast,
2024-09-02,unknown,UN nuclear watchdog warns conditions 'very fragile' at Ukraine's Zaporizhzhia power plant,
2024-09-02,techradar,"Experts call on Apple to ""immediately restore"" VPN apps to its Russia's App Store",
2024-09-02,unknown,Zelenskiy Renews Plea as 51 Killed in Russian Missile Strike,
2024-09-02,unknown,"Russian missile attack kills at least 47 in Ukrainian city of Poltava, Zelenskyy says",
2024-09-02,rt,Czech-made Vampire destroyed in Ukraine – MOD (VIDEO),
2024-09-03,unknown,The War in Ukraine Is Already Over—Russia Just Doesn't Know it Yet,
2024-09-03,unknown,DOJ Indicts Russian Nationals in $10 Million Scheme to Spread Covert Propaganda to U.S. Audiences,
2024-09-03,unknown,News Wrap: Zelenskyy overhauls his Cabinet as war drags on,
2024-09-03,wired,Right-Wing Influencer Network Tenet Media Allegedly Spread Russian Disinformation,
2024-09-03,unknown,US charges employees of Russia's state media network in crackdown on election influence efforts,
2024-09-03,cbs-news,U.S. says Russia funded company that paid right-wing influencers millions for videos,
2024-09-03,unknown,US Seizes Domains to Prevent Russia Election Interference,
2024-09-03,usa-today,Indictment: Russian propagandists used Tennessee content company to push disinformation,
2024-09-03,unknown,Feds Accuse Russia of Hiring US Influencers to Spread Disinformation,
2024-09-03,unknown,"Dave Rubin, Benny Johnson, Tim Pool Exposed as Working For Alleged Russian Influence Operation in New DOJ Indictment",
2024-09-03,the-hill,Ukraine gamble risks becoming blunder...,
2024-09-03,unknown,"In Ukraine, turning air raid sirens into a piece of music",
2024-09-03,unknown,Zelensky Reshuffles Cabinet as War Reaches Critical Juncture,
2024-09-03,unknown,Ukraine's Foreign Minister Kuleba resigns as Russian strikes kill 7 people in Lviv,
2024-09-03,unknown,Thermite-Spewing ‘Dragon’ Drones Are Ukraine’s Newest Battlefield Innovation,
2024-09-03,unknown,Live Updates: Russia Unleashes New Strikes as Ukraine Prepares for Cabinet Shake-Up - The New York Times,
2024-09-03,unknown,Right-wing U.S. media company linked to Russian propaganda effort: Dept. of Justice,
2024-09-03,unknown,"Fighting To Save Pokrovsk And Hundreds Of Vulnerable Ukrainian Troops, A Ukrainian Tank Blasted a Russian Vehicle From A Few Feet Away",
2024-09-03,unknown,New Indictment Alleges Conservative Media Company Took Millions of Kremlin Cash,
2024-09-03,unknown,US charges Russian state media employees over a social media influence scheme,
2024-09-03,unknown,"Ukraine ‘will hold’ Russia’s Kursk region, as Zelensky says occupied area part of his ‘victory plan’",
2024-09-03,unknown,J.D. Vance talking points 'mirror' Russian propaganda in DOJ indictment: ex-FBI agent,
2024-09-03,abc-news,Surprise exit: Resignations from Ukrainian government include nation's top diplomat,
2024-09-03,rt,A slap in the West’s face: Why hopes for Putin’s arrest were fantasy,
2024-09-03,abc-news,US accuses Russia of using state media to spread disinformation before the November election,
2024-09-03,the-irish-times,US charges Russian RT network employees in crackdown on election influence efforts,
2024-09-03,unknown,Russia Destroys Two U.S.-Made HIMARS Concealed By Ukraine,
2024-09-03,unknown,US accuses Russia of using state media to spread disinformation before the November election,
2024-09-03,unknown,As his popularity fades Volodymyr Zelensky culls his cabinet,
2024-09-03,financial-post,Zelenskiy Picks Sybiha as Ukraine’s Top Diplomat in Shakeup,
2024-09-03,unknown,"White House's Finer meets Zelenskiy in Kyiv on security, energy",
2024-09-03,the-times-of-india,Zelenskyy's big reshuffle to give Ukraine 'new energy',
2024-09-03,unknown,Ukraine cuts output at nuclear plant after Russian attacks,
2024-09-03,al-jazeera-english,Are Russia’s and NATO’s ‘red lines’ in Ukraine shifting?,
2024-09-03,unknown,Zelenskiy Picks Sybiha as Ukraine’s Top Diplomat in Shakeup,
2024-09-03,unknown,"Ukraine’s IMF Paymasters Demand Currency Devaluation, Toughened Tax Regime as Kiev Drowns in Debt",
2024-09-03,unknown,Justice Department Seizes Internet Domains As Part Of Operation To Curb Russian Disinformation Tied To 2024 Election,
2024-09-04,unknown,DOJ charges former 2016 Trump campaign adviser over his work for sanctioned Russian TV,
2024-09-04,the-times-of-india,Putin: India could be mediator on Ukraine,
2024-09-04,unknown,Britain to send 650 air defence missiles to Ukraine in latest support,
2024-09-04,the-jerusalem-post,US seizes over 30 websites used in massive Russian 'Doppelganger' disinformation campaign,
2024-09-04,rt,Canada publishing Nazi list would ‘help Russia’ – Ukrainian activists,
2024-09-04,unknown,‘Our future is over’: Forced to flee by a year of war,
2024-09-04,unknown,US charges Russian military officers for unleashing wiper malware on Ukraine,
2024-09-04,unknown,‘Cadet Blizzard’ hacking group linked to unit of Russia’s GRU,
2024-09-04,unknown,Press release: UK to provide £162 million package of air defence missiles for Ukraine as Defence Secretary meets international partners,
2024-09-04,fox-news,"Conservative influencers linked to company in Russian election influence case speak out, say they're victims",
2024-09-04,unknown,Fitch upgrades Ukraine's local-currency rating to 'CCC+' after debt restructuring,
2024-09-04,nbc-news,How some of the internet’s most popular pro-Trump pundits ended up as paid messengers for Russian propaganda,
2024-09-04,unknown,Democrats blame Russia to pretend away the Chinese dragon in the room,
2024-09-04,unknown,US widens indictment of Russians in 'WhisperGate' conspiracy to destroy Ukrainian and NATO systems (Brian Witte/Associated Press),
2024-09-04,unknown,Ukraine Defense Contact Group Opening Remarks and Press Conference,
2024-09-04,unknown,"Austin, Brown to Host Ukraine Defense Contact Group in Germany",
2024-09-04,unknown,Five Russian GRU Officers and One Civilian Charged for Conspiring to Hack Ukrainian Government (US Department of Justice),
2024-09-04,unknown,Exclusive: Ukraine army chief reveals the strategy behind Kursk incursion (CNN),
